tweet:text,tweet:id,account:id,account:name,account:created_at,account:verified,tweet:retweets_count,tweet:favorites_count,account:followers_count,account:friends_count,account:listed_count,account:user_favorites,account:user_statuses,account:default_profile,account:default_profile_image,tweet:datetime,tweet:is_reply,tweet:is_quote
"Esa chica un poco loca, que solía estar cantando por el barrio. Esa chica tan risueña con el pelo alborotado. 🎶 #LOVG",9.20516E+17,1061376758,keylpz123,Fri Jan 04 20:36:58 +0000 2013,0,0,0,96,66,2,6098,8190,0,0,2017-10-18 05:03:48+00:00,0,0
"Con el “agua loca”, de que nos ganaron… ¡nos ganaron!",9.20714E+17,1339564622,PeriodicoNotus,Tue Apr 09 16:03:38 +0000 2013,0,0,0,2233,36,21,181,43270,0,0,2017-10-18 18:10:10+00:00,0,0
"Si hubiera una materia que se llamara ""Como valer verga en la vida"" ya la hubiera exentado .",9.05224E+17,170578794,VictorHGabino,Sun Jul 25 05:56:07 +0000 2010,0,0,1,194,196,1,834,4380,0,0,2017-09-06 00:18:51+00:00,0,0
Hasta que te diste cuenta que no te vez bien con esas cosas feas 😖,9.06729E+17,8.33102E+17,Reynade64363629,Sat Feb 18 23:51:36 +0000 2017,0,0,0,51,297,0,3586,3516,1,0,2017-09-10 03:59:41+00:00,1,0
Sólo los putos le ponen azúcar a su café porque les sabe “amargo”. Pinches maricones.,9.1815E+17,535575996,PEPEFEEER,Sat Mar 24 16:28:14 +0000 2012,0,0,3,452,151,1,17177,5520,0,0,2017-10-11 16:22:08+00:00,0,0
@USUARIO Lo que tu no respetas es al país HDP,9.09828E+17,621466244,pavelzubiri,Fri Jun 29 01:37:32 +0000 2012,0,0,0,142,132,0,3810,1458,0,0,2017-09-18 17:12:47+00:00,1,0
"@USUARIO Pinches greñas feas. Te quiero, amigo. Saludos.",9.10147E+17,2358559514,MeDicenBaloo,Sun Feb 23 22:01:37 +0000 2014,0,0,2,4074,2050,11,22874,10670,0,0,2017-09-19 14:21:45+00:00,1,0
De una vez ve poniendo mi foto en tu ofrenda porque ya se te murió tu pendeja.,9.2592E+17,494141027,Liansare_,Thu Feb 16 15:30:43 +0000 2012,0,1,1,1073,1212,13,86503,23956,0,0,2017-11-02 02:58:33+00:00,0,0
"Se quejan por las sentadillas del gimnasio. ¿Pero qué tal cuándo se dan de sentones en alguna verga? Ni rezongan, pinches viejas.",9.04566E+17,230004895,lr_valerius,Fri Dec 24 00:13:54 +0000 2010,0,0,2,72,638,0,237,595,0,0,2017-09-04 04:45:36+00:00,0,0
Hoy logré una asana nueva medio loca en cuanto a equilibrio y fuerza en el abdomen... me siento una hippie bien ruda y feliz 😁,9.20519E+17,62139084,Arizeta,Sat Aug 01 23:03:25 +0000 2009,0,0,0,160,561,2,15350,8988,0,0,2017-10-18 05:16:01+00:00,0,0
"Si quieren donar ropa (en buen estado no putos harapos) para Morelos, Puebla y Oaxaca ponganse en contacto con @USUARIO 😈",9.15577E+17,153521787,LaDiabla_Mx,Tue Jun 08 19:43:55 +0000 2010,0,1,6,12161,352,117,7542,36513,0,0,2017-10-04 13:59:33+00:00,0,0
@USUARIO Yo le hubiera soltado un vergazo en la cara para reventarle esos lentes al marica 😡,9.26159E+17,336320708,dann_bill,Sat Jul 16 03:10:22 +0000 2011,0,0,2,30,92,1,178,3026,0,0,2017-11-02 18:47:56+00:00,1,0
Hoy me traje mi camisa de leñador por si alguien no se había dado cuenta que soy súper gay #EsDeLesbianas,9.0582E+17,8.99877E+17,avecesteescribo,Tue Aug 22 06:12:11 +0000 2017,0,2,12,1094,467,0,5438,1181,1,0,2017-09-07 15:48:08+00:00,0,0
"@USUARIO Estamos feas, disculpe",8.80549E+17,2374181900,Socher420,Wed Mar 05 18:32:22 +0000 2014,0,0,0,269,570,9,2770,44468,0,0,2017-06-29 22:09:10+00:00,1,0
Me acaban de reafirmar que estoy bien gorda así horrible.😞😖,9.09964E+17,481824104,_MellamoItzel,Fri Feb 03 06:43:29 +0000 2012,0,0,0,449,398,5,18048,51014,0,0,2017-09-19 02:16:11+00:00,0,0
"Cuando lo hago soy loco, Joto ese tipo de cosas creo que esto llegará a su final en las siguientes generaciones de hombres",9.2031E+17,372372975,morire27,Mon Sep 12 17:10:59 +0000 2011,0,0,0,54,369,3,602,4584,1,0,2017-10-17 15:28:10+00:00,1,0
"Asi es, bien coludidos haciendose de la vista gorda 😡",9.09968E+17,551468787,035Gia,Wed Apr 11 23:00:15 +0000 2012,0,0,0,6711,4893,84,22983,127369,0,0,2017-09-19 02:32:48+00:00,1,0
La verdad enojada es bien cabrona! !pues se metieron con lo que mas quiere! !que es luis!,9.04877E+17,1137381211,lau_franko,Thu Jan 31 16:50:22 +0000 2013,0,0,0,90,85,1,2492,248457,1,0,2017-09-05 01:19:50+00:00,0,0
 @USUARIO Realicen operativos para que dejen de robar el los camiones pinche bola de pndejos inútiles #VivaMéxico #Poser #VerdadAMedias #Putos,9.16888E+17,3031503647,DaniLM19,Wed Feb 11 22:53:06 +0000 2015,0,0,0,20,113,0,205,95,1,0,2017-10-08 04:46:45+00:00,1,0
"Las bromas tontas siempre han ofendido, la diferencia es que antes era en la intimidad de la sobremesa, ahora se evidencia la ignorancia.",9.09515E+17,75061547,FHidalgoVergara,Thu Sep 17 17:11:33 +0000 2009,0,1,1,2804,2038,39,4724,43457,0,0,2017-09-17 20:31:39+00:00,0,0
"Hah, pinche grosera marica ✊🐞 Tienes que amar los rebotes.. Tocaron universo paralelo??",9.18668E+17,161913174,LuizV2_0,Fri Jul 02 03:19:52 +0000 2010,0,0,0,1041,2699,4,124900,34619,0,0,2017-10-13 02:40:11+00:00,1,0
Todos los días tengo que llegar a un lugar donde una gorda pseudoprofesionista me está observando y analizado porque no le gusta que opine.,9.09592E+17,136743804,carlosguemesm,Sat Apr 24 20:02:36 +0000 2010,0,0,1,19407,72,27,2424,2015,0,0,2017-09-18 01:36:36+00:00,0,0
"Qué onda con las señoras taquilleras del metro parece que se comieron al diablo pinches locas groseras HDP, si son servicio público 😤mueran",9.09929E+17,153166430,Miroz_Sam,Mon Jun 07 21:26:10 +0000 2010,0,0,0,85,314,1,9890,2400,0,0,2017-09-18 23:57:44+00:00,0,0
@USUARIO Luchona diria yo JAJAJAJAJA,1.18358E+18,7.16394E+17,ambar_cele,Sat Apr 02 22:38:38 +0000 2016,0,0,0,352,85,2,6173,9529,1,0,2019-10-14 03:10:14+00:00,0,0
@USUARIO @USUARIO Que feas patas! Pero lo más feo que tiene es el alma. Mala entraña. Hipócrita,9.09035E+17,8.98974E+17,MARIANA82222074,Sat Aug 19 18:25:15 +0000 2017,0,0,1,27,24,0,1506,1031,1,0,2017-09-16 12:44:17+00:00,1,0
Todos los hombres que conozco han dicho que si fueran mujeres serían bien putas; una lo es y no les gusta. Pinche doble moral.,9.16192E+17,8.24325E+17,Dulcinea_delT_,Wed Jan 25 18:37:29 +0000 2017,0,12,61,27809,94,101,17705,18104,0,0,2017-10-06 06:41:14+00:00,0,0
De qué putas sirve que graben en el ULTRA si sus audios están re culeros 😂,9.1667E+17,387852203,_NORVaC,Sun Oct 09 19:42:07 +0000 2011,0,0,3,900,972,25,18997,70785,0,0,2017-10-07 14:23:24+00:00,0,0
@USUARIO Tantas cosas feas dentro del corazón.,9.06987E+17,82270401,Candidallo,Wed Oct 14 03:54:39 +0000 2009,0,0,0,452,1025,9,27440,11111,0,0,2017-09-10 21:06:27+00:00,1,0
"Jeovani el puto hamo, 👍😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",9.27277E+17,1852440637,_FranzoGO,Tue Sep 10 20:18:05 +0000 2013,0,0,0,454,340,1,2023,6140,0,0,2017-11-05 20:49:20+00:00,0,0
Soy gorda o te la pongo gorda?,6.61655E+17,275231538,Irivaldezp,Thu Mar 31 21:53:31 +0000 2011,0,0,1,1273,364,13,24980,21067,0,0,2015-11-03 21:23:28+00:00,1,0
"Jaja tú estás más loca y eso dice mucho 😂 también te quiero, espero echar chisme de nuevo pronto ❤",9.20515E+17,374776054,LupitaaEspeejoo,Fri Sep 16 22:45:14 +0000 2011,0,0,1,3570,669,9,8010,57045,0,0,2017-10-18 05:01:34+00:00,1,0
@USUARIO La luchona JAJAJAJA creí que me ibas a besar y solo te subiste al carro a ver si no traía nada de una vieja JAJAJAJAJA 😂🤦🏻‍♂️,9.09999E+17,216936885,Miguel_Garciia,Thu Nov 18 03:27:31 +0000 2010,0,1,1,652,1116,2,10260,86042,0,0,2017-09-19 04:32:22+00:00,1,0
"Ok, esta bien que habrán biblioteca a las 6, que les den cobijitas, pero que les den hasta desayuno y todavía hablen mal de CEM, que putos.",9.15899E+17,7.39187E+17,LizResendiz22,Sat Jun 04 20:07:12 +0000 2016,0,4,6,75,156,0,3762,2308,0,0,2017-10-05 11:17:05+00:00,0,0
En dos meses el 2017 se va al pito y lo único que me preocupa es que debo ya comenzar a pensar en el avatar para el 2018. QUE PUTOS NERVIOS.,9.15808E+17,64991514,sorlak15,Wed Aug 12 09:34:02 +0000 2009,1,1,29,46826,1656,496,61165,307169,0,0,2017-10-05 05:17:42+00:00,0,0
"A las conferencias tienes que ir voluntariamente, por gusto. No por qué te obligan, putos.",9.15678E+17,8.62032E+17,IsraelPintoF,Tue May 09 19:50:48 +0000 2017,0,0,1,125,284,0,2206,3854,0,0,2017-10-04 20:38:33+00:00,0,0
 @USUARIO como luchar contra la corrupción de los oficiales no sólo nos enfoquemos en la de los ciudadanos esa moneda tiene dos caras feas ,9.07145E+17,122867019,jldurandavalos,Sun Mar 14 05:17:39 +0000 2010,0,0,0,147,329,3,2370,3541,0,0,2017-09-11 07:34:06+00:00,1,1
"Que delicia ver a una mujer en cuatro, recibiendo y chupando verga !!  RT si quieres más videos",9.48405E+17,3215235713,mtlquebecxxx,Tue Apr 28 02:15:07 +0000 2015,0,2,4,18118,171,86,11,133575,1,0,2018-01-03 04:07:35+00:00,0,0
"Que flojera tener novio, quieren saber todo lo qué haces y opinar sobre ello, si ni a mis padres les hacía caso que te voy a pelar a ti hdp",9.10008E+17,295029340,avrils_wera,Sun May 08 07:11:19 +0000 2011,0,0,2,963,1824,2,5502,5857,0,0,2017-09-19 05:09:19+00:00,0,0
"Gorda nivel, me subo al elevador y se baja.",9.09855E+17,102572382,IvtGuigui,Thu Jan 07 04:13:51 +0000 2010,0,0,0,324,272,3,3062,9709,0,0,2017-09-18 19:03:02+00:00,0,0
“Prométeme que me vas a abrazar y no me vas a soltar”.  Alguien que aún no sabe lo loca que estoy.,9.2052E+17,77936578,paraisodisco,Mon Sep 28 05:43:10 +0000 2009,0,0,1,1026,857,5,18214,22053,0,0,2017-10-18 05:19:46+00:00,0,0
Díganle al maricón de @USUARIO que ya no es mi chile,9.19094E+17,333623001,kikedominguezm,Mon Jul 11 20:38:23 +0000 2011,0,0,0,463,341,1,1078,10693,0,0,2017-10-14 06:53:40+00:00,0,0
"El tránsito de la CDMX no es tan culero si lo comparamos con tus celos, pinche loca😹",9.2071E+17,2316978170,ElRichard710,Wed Jan 29 11:25:36 +0000 2014,0,0,0,246,281,8,148,12621,0,0,2017-10-18 17:57:12+00:00,0,0
"Todo México se esta pasando a la izquierda jajajajaja no mamar en México no hay izquierda. Están los AbZurdos, pero nada más",9.26457E+17,196406372,Werattor,Wed Sep 29 01:24:21 +0000 2010,0,0,1,15908,2748,191,1217,158123,0,0,2017-11-03 14:32:53+00:00,0,0
@USUARIO chinga tu madre ojalá te mueras puto,1.17814E+18,29706864,zef_boi,Wed Apr 08 12:49:42 +0000 2009,0,0,0,120,402,1,67788,8120,0,0,2019-09-29 02:48:02+00:00,0,0
Si me ignoras con un hola que tiene 4 letras ahora con un tuit de 280 caracteres me vas a mandar a la erga.,9.28141E+17,8.22703E+17,Andru15940550,Sat Jan 21 07:12:10 +0000 2017,0,0,0,323,108,1,23820,5641,1,0,2017-11-08 06:05:39+00:00,0,0
Hoy vi a una mujer usando una blusca con estampado de putos minions #VicLife,9.17223E+17,135310542,FranklinMoncada,Tue Apr 20 23:28:23 +0000 2010,0,0,2,224,195,0,4216,1101,0,0,2017-10-09 02:57:47+00:00,0,0
"@USUARIO LenchiBiblia.... Jaja. Esta con  madre, Sds.",9.05429E+17,978203652,Andres_Mendez_M,Thu Nov 29 12:05:06 +0000 2012,0,0,1,16,130,0,52,134,1,0,2017-09-06 13:54:00+00:00,1,0
"Violencia. Volátil, visible, violencia visceral. De la verga verlos vergueársela pa' sentirse bien vergudxs. Perdón, pero es…",9.0526E+17,70271427,homosentiens,Mon Aug 31 01:34:16 +0000 2009,0,2,12,11377,1723,327,114936,113254,0,0,2017-09-06 02:41:53+00:00,0,1
Ojo aquí pinche Boha!!! Alguien arróbela a la pinche putita!,9.17547E+17,2283019656,enriqueabnerod,Thu Jan 09 04:11:29 +0000 2014,0,0,0,177,340,0,17273,12619,1,0,2017-10-10 00:25:16+00:00,1,0
Cuatro putos años viviendo en Xalapa y todavía me equivoco al tomar el camión. Maldita sea.,9.16708E+17,521742043,__ojeda,Sun Mar 11 22:37:38 +0000 2012,0,0,0,426,307,1,33393,13919,0,0,2017-10-07 16:53:26+00:00,0,0
"Putas combis de tultepec en Coacalco De Berriozábal, Mexico, Mexico ",9.16519E+17,531143921,punkpepe,Tue Mar 20 11:34:33 +0000 2012,0,0,0,62,496,1,6,3800,0,0,2017-10-07 04:22:33+00:00,0,0
Así mi mood laboral de hoy... no entiendo ni madres,9.28025E+17,2354158628,angelique_fi,Fri Feb 21 03:29:24 +0000 2014,0,0,1,420,369,15,815,11434,0,0,2017-11-07 22:23:35+00:00,0,0
"No seas pinshi joto doble moral, @USUARIO  Te odio tanto, pero tanto tanto",9.20855E+17,86658851,JosephAntoineHB,Sun Nov 01 04:18:06 +0000 2009,0,0,0,465,2883,16,16079,24874,0,0,2017-10-19 03:32:49+00:00,0,0
"Pffff, quiero ver a todos sus haters mamar duro. 🔝",9.25396E+17,314780517,SebLoza,Fri Jun 10 20:05:32 +0000 2011,0,0,0,498,1939,2,32664,46000,0,0,2017-10-31 16:17:57+00:00,0,1
👻¿Porqué todos siguen disfrazados de normalidad? ¡YA ES OCTUBRE PUTOS!🎃,9.14535E+17,91855732,Lady_Ostara,Sun Nov 22 19:53:38 +0000 2009,0,21,221,20994,662,97,13463,29286,0,0,2017-10-01 16:56:54+00:00,0,0
"¿Tomarás mi alma en la lluvia a media noche? Mientras estoy hecha pedazos, mientras me estoy volviendo... Loca.",9.20146E+17,2646723656,paao_pm,Tue Jul 15 02:18:29 +0000 2014,0,0,0,124,154,1,3095,6403,0,0,2017-10-17 04:33:53+00:00,0,0
@USUARIO tremendo hdp y así quieres ser presidente 🖕 ,9.09853E+17,99811143,hooligan9,Sun Dec 27 23:54:08 +0000 2009,0,0,0,184,725,3,187,5814,0,0,2017-09-18 18:55:05+00:00,1,0
Ya mejor mientame la madre bida,9.05429E+17,129674489,enriquevinay,Mon Apr 05 02:29:42 +0000 2010,0,0,0,221,421,1,3552,18638,0,0,2017-09-06 13:52:43+00:00,0,0
#MasterChefMx espero y ya saquen a Rogelia por joto. Aparte de que no sabe cocinar,9.19783E+17,1648229940,000_uriel,Mon Aug 05 17:18:39 +0000 2013,0,0,1,201,364,1,16077,11723,1,0,2017-10-16 04:31:53+00:00,0,0
🤣😂🤣😂🤣😂 tu que putas hablas de #futbol 🤣😂🤣😂🤣😂🤣 cállate basquetbolero!!!,9.17935E+17,151127959,silvestron,Wed Jun 02 17:33:08 +0000 2010,0,0,0,264,468,7,8371,43014,0,0,2017-10-11 02:07:21+00:00,1,0
 y @USUARIO si tu vida sexual te hace feliz .. a mi tambien  y chinguen a su madre los putos persinados te apoyo!,9.15594E+17,2888981323,Nickoguero,Mon Nov 03 21:16:30 +0000 2014,0,0,0,103,248,0,456,362,0,0,2017-10-04 15:07:43+00:00,1,0
Entre más corriente más ambiente👌 cada que digan V word una verga se le va a caer a alguien. #Prayforlasvergas,9.05436E+17,106884026,Sandsnake__,Thu Jan 21 00:08:17 +0000 2010,0,0,1,347,713,2,1306,50692,0,0,2017-09-06 14:20:35+00:00,0,1
@USUARIO @USUARIO #SiLUP sacó a guardado y valió madre,9.05288E+17,63147005,Drakcy,Wed Aug 05 14:29:07 +0000 2009,0,0,0,1126,1174,5,33880,19528,0,0,2017-09-06 04:35:36+00:00,1,0
[Noticia] Karen Bryson se suma a 'Justice League' como la madre de Cyborg,9.05282E+17,2220871147,UniversoDCComic,Fri Nov 29 05:18:01 +0000 2013,0,0,0,2440,455,14,271,8420,0,0,2017-09-06 04:09:52+00:00,0,0
Madres que te dejan en la cola sin dinero. La tensión aumenta cada vez que te acercas y tu madre sigue sin volver.🙃,9.05378E+17,7.17387E+17,Edher_Herrera,Tue Apr 05 16:24:41 +0000 2016,0,0,0,1964,2767,2,13546,2748,1,0,2017-09-06 10:33:49+00:00,0,0
"@USUARIO dejo al veracruzano con ""camote"" bueno. Salio picarona la chef. 🙈🙊",9.02015E+17,492734541,DiegoArmandoAv2,Wed Feb 15 02:10:30 +0000 2012,0,0,0,243,297,5,2906,5580,0,0,2017-08-28 03:46:50+00:00,1,0
"Ni madres, si se quiere ir, que se vaya alv. A rogar a la Iglesia. No mereces miserias!!!",9.28032E+17,230646911,milomontes,Sun Dec 26 06:36:35 +0000 2010,0,0,0,3708,2323,13,7327,9817,0,0,2017-11-07 22:50:36+00:00,1,0
@USUARIO Buenos diaaas☔☔ a toda madre......que siga lloviendo,9.05448E+17,27582595,canal72,Mon Mar 30 04:18:32 +0000 2009,0,1,2,231,1349,2,1653,6771,0,0,2017-09-06 15:08:04+00:00,1,0
Tan pinches feas series que se pasan reimprimiendo en México y en E.U. es la mejor época para las reediciones de clásicos.,9.08486E+17,2563709203,Blackpaco05,Thu Jun 12 16:26:34 +0000 2014,0,0,0,858,467,19,49330,15903,0,0,2017-09-15 00:20:07+00:00,0,0
Aaaaaah No si esta de la verga que llueva todo el día.,9.0527E+17,90061233,KarlaHache,Sun Nov 15 01:01:56 +0000 2009,0,0,2,261,236,3,4617,16634,0,0,2017-09-06 03:24:05+00:00,0,0
Ya sigue me Atl!! Me vas a volver Loca!! Follow me?,9.20807E+17,2167426939,FerRH_GR,Thu Oct 31 23:38:48 +0000 2013,0,0,0,800,1873,6,24411,10826,0,0,2017-10-19 00:22:21+00:00,1,0
"Chingas tú, chingo yo. Chinga tu madre.",1.23791E+18,3115839192,perfectevolve,Sun Mar 29 21:31:16 +0000 2015,0,0,0,1298,365,6,4651,41379,0,0,2020-03-12 01:26:29+00:00,0,0
Abron! El sur es de lo peor en cómida y más putas careros! No conocen las órdenes es taco x taco,9.17582E+17,277564412,Darien_Stradlin,Tue Apr 05 16:34:27 +0000 2011,0,0,0,333,515,2,10933,13180,0,0,2017-10-10 02:44:31+00:00,1,0
"@USUARIO 10m.... Jajaja!. Esperando acá en mixcoac ya más de 1 hora. Como siempre, los chóferes saltándose calles. Que hdp",9.09951E+17,998067260,symmonky,Sat Dec 08 21:52:45 +0000 2012,0,0,0,10,10,0,13,33,0,0,2017-09-19 01:23:39+00:00,1,0
"Tenía una cita con mi doctor, pero la tuve que cancelar porque me enferme. Vale madre.😔",9.09596E+17,138100542,cheto_malo,Wed Apr 28 16:32:33 +0000 2010,0,1,0,6219,72,14,5271,47024,0,0,2017-09-18 01:52:28+00:00,0,0
"Pinche tan joto, por qué no le hablaste?? Eres bien pendejo!! 😅",9.18923E+17,82010554,BIZKIT0666,Tue Oct 13 04:26:22 +0000 2009,0,0,0,209,194,2,2911,11389,0,0,2017-10-13 19:34:49+00:00,0,0
@USUARIO Y que estoy viendo la serie de Lupe D'Alessio. Y sus pelucas son muy feas y tristes.,9.0889E+17,33155206,hugaldojimenez,Sun Apr 19 07:18:19 +0000 2009,0,0,0,494,929,7,37542,39679,0,0,2017-09-16 03:08:34+00:00,1,0
"Seas mamón pinshe Maty ,ya con ir vestido así de ridículo a trabajar es motivo de ponerle unos vergazos",9.27181E+17,3038011647,MikeLucio02,Sun Feb 15 00:58:50 +0000 2015,0,0,1,1623,1461,15,69973,54578,1,0,2017-11-05 14:27:57+00:00,1,0
Cada viernes de luchona y cabrona #TeLlamarePara visitarte abuela.,9.07351E+17,2814963011,tonny1tr,Wed Oct 08 10:24:12 +0000 2014,0,1,1,293,46,3,23824,66875,0,0,2017-09-11 21:09:57+00:00,0,0
Ése día to2 nos partimos de risa porque fué el único que se salió de la housen de mi madre JSJAJAJAJJAJAJJAJAJAJAJAJAJAJJAJAJAJAJAJAJAJHA,9.05329E+17,4549805982,absolutisma,Sun Dec 13 19:39:18 +0000 2015,0,0,3,1612,554,109,372367,293630,0,0,2017-09-06 07:17:06+00:00,0,0
"Neta, odio que me despierten porque no puedo dormirme de nuevo! Me caga!!! Ahora voy andar de malas todo el puto día.",9.27218E+17,588371132,UrielRM8,Wed May 23 15:35:11 +0000 2012,0,0,0,380,354,4,10381,36895,0,0,2017-11-05 16:55:47+00:00,0,0
Esperar algo de políticos y más priístas ya valió supe verga,9.05248E+17,1957509325,maist28,Sat Oct 12 20:50:23 +0000 2013,0,0,0,5,45,0,96,354,1,0,2017-09-06 01:56:17+00:00,1,0
"Señor ya deje de chuparse los putos dientes o lo que sea que esté haciendo, se escucha en todo el restaurant no mame",9.16811E+17,46955533,jaguaris,Sat Jun 13 20:18:53 +0000 2009,0,0,0,335,214,2,7947,37801,0,0,2017-10-07 23:41:39+00:00,0,0
Porque no piel canela tienes pinche prieta. 😒🤣,9.09933E+17,125501419,berebsnz,Tue Mar 23 00:46:54 +0000 2010,0,0,1,427,271,21,2315,34546,0,0,2017-09-19 00:10:03+00:00,0,0
@USUARIO Vivís en 2 lugares ?  Venís con la custodia del contry puto refugiado,9.27544E+17,2363616834,LMM_CAI,Thu Feb 27 04:26:58 +0000 2014,0,0,0,828,779,5,28587,48317,1,0,2017-11-06 14:31:55+00:00,1,0
"@USUARIO Es la mejor, es mujer, es luchona, es hija, es novia, es abogada, es mi vieja chingaoooo jajaja…",9.08183E+17,176834643,cintya_hecac,Tue Aug 10 15:27:53 +0000 2010,0,0,0,357,366,2,770,14968,0,0,2017-09-14 04:19:20+00:00,1,0
¿Cómo sé que ya va a hacer frío? Los mosquitos están más putos locos que de costumbre. Saben que no tardan en chingar a su madre.,9.17212E+17,208790251,MaxoOtero,Wed Oct 27 23:25:45 +0000 2010,0,0,4,223,514,0,7115,14420,0,0,2017-10-09 02:16:23+00:00,0,0
No lleves a tu vieja que te sale lo joto JAJAJAJA,9.18873E+17,255120347,rafaesgenial,Sun Feb 20 18:29:09 +0000 2011,0,0,2,1406,795,6,9885,81040,0,0,2017-10-13 16:17:13+00:00,1,0
"Porque no les creo, feos culiaos, que a todo el mundo lo haya cagado un taxista.",9.04876E+17,132764583,patopatilla,Wed Apr 14 03:39:10 +0000 2010,0,0,0,1412,950,22,10659,45407,0,0,2017-09-05 01:18:33+00:00,0,0
@USUARIO chinga tu madre ratero de mierda. Eres un vulgar populista retrógrado,8.48755E+17,8.15946E+17,Pepe__Luis1972,Mon Jan 02 15:41:59 +0000 2017,0,2,1,71,895,1,809,1067,1,0,2017-04-03 04:33:28+00:00,1,0
"todos putos por no desaforar a Tarek, el miedo no anda en burro....todos son un asco!!!!",9.16407E+17,202253921,lalito1965,Wed Oct 13 16:49:51 +0000 2010,0,0,0,60,289,0,2686,2608,1,0,2017-10-06 20:55:18+00:00,1,0
@USUARIO @USUARIO @USUARIO Pero el camote no engorga... Bueno en ocasiones si😂,9.05083E+17,7.185E+17,Arkychueka,Fri Apr 08 18:04:45 +0000 2016,0,0,2,105,505,5,81,11316,0,0,2017-09-05 14:58:40+00:00,1,0
La banca en México esta viendo la propuesta de regular esta moneda para comenzar a invertir en ella. Va a subir su cotización PERO CABRON.,9.05442E+17,160366012,DimeVics,Mon Jun 28 00:15:06 +0000 2010,0,0,0,1050,218,45,6116,14657,0,0,2017-09-06 14:46:24+00:00,1,0
A me dejaste en seen?  - Pues seenga tu madre,5.21487E+17,387190096,erika_valdez33,Sat Oct 08 16:35:10 +0000 2011,0,1,2,347,282,0,2345,4442,1,0,2014-10-13 02:25:26+00:00,0,0
